timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
133181.54456466666, -0.941925048828125, -0.1212310791015625, -0.23583984375, -0.8403940200805664, -0.06456248462200165, -0.03491457551717758
133181.5546276667, -0.94537353515625, -0.115447998046875, -0.232635498046875, -0.8143991827964783, -0.05999888852238655, -0.03328818082809448
133181.56469066668, -0.956024169921875, -0.1189422607421875, -0.2207183837890625, -0.8083490133285522, -0.04367024824023247, -0.0446028895676136
133181.57475366667, -0.9607086181640625, -0.1220855712890625, -0.2130279541015625, -0.8225796222686768, -0.021630194038152695, -0.05723026767373085
133181.58481666667, -0.9555511474609375, -0.1282806396484375, -0.208526611328125, -0.833101212978363, 0.023503195494413376, -0.07108189910650253
133181.59487966666, -0.9496917724609375, -0.1366424560546875, -0.21905517578125, -0.836767315864563, 0.049671415239572525, -0.08591730147600174
133181.6049426667, -0.94488525390625, -0.1410675048828125, -0.21905517578125, -0.8407295942306519, 0.019406188279390335, -0.10418179631233215
133181.61500566668, -0.9381103515625, -0.13531494140625, -0.2266387939453125, -0.8499577045440674, -0.015681492164731026, -0.12127849459648132
133181.62506966668, -0.9314422607421875, -0.129241943359375, -0.240966796875, -0.8657587766647339, -0.010704043321311474, -0.13956961035728455
133181.63513266668, -0.9248046875, -0.1164703369140625, -0.251312255859375, -0.9132860898971558, 0.013197028078138828, -0.1569102555513382
133181.64519566667, -0.912689208984375, -0.0990753173828125, -0.24432373046875, -0.9653236865997314, 0.00044554684427566826, -0.17568208277225494
133181.65525866667, -0.916412353515625, -0.0960235595703125, -0.2435760498046875, -0.9950099587440491, -0.05644569918513298, -0.20541387796401978
133181.6653216667, -0.927154541015625, -0.094451904296875, -0.244049072265625, -1.0048210620880127, -0.11632394790649414, -0.22464695572853088
133181.67538466668, -0.9365081787109375, -0.0939483642578125, -0.2361602783203125, -1.0183435678482056, -0.13591629266738892, -0.22586455941200256
133181.68544766668, -0.9450531005859375, -0.09930419921875, -0.2375030517578125, -1.0242624282836914, -0.09259171783924103, -0.21408912539482117
133181.69551166668, -0.9570770263671875, -0.0970001220703125, -0.25836181640625, -1.0155565738677979, -0.040105875581502914, -0.21270588040351868
133181.70557466667, -0.9638671875, -0.090362548828125, -0.2689056396484375, -0.991351842880249, -0.014770423993468285, -0.22343415021896362
133181.71563766667, -0.96966552734375, -0.09051513671875, -0.2787322998046875, -0.9701834321022034, -0.014570953324437141, -0.2410706728696823
133181.72570066666, -0.9698638916015625, -0.0830841064453125, -0.2805633544921875, -0.9594354629516602, -0.009813481941819191, -0.2635621428489685
